folioviv;foliohog;ubica_geo;tam_loc;est_socio;est_dis;upm;factor;clase_hog;sexo_jefe;edad_jefe;educa_jefe;tot_integ;percep_ing;ing_cor;ingtrab;gasto_mon;alimentos;vesti_calz;vivienda;limpieza;salud;transporte;educa_espa;personales;transf_gas
100013605;1;1001;1;3;2;1;190;2;2;48;9;3;2;16229.49;13278.68;24626.04;14732.8;0;2850;375;0;5447.24;120;1101;0
100013606;1;1001;1;3;2;1;190;2;1;46;8;4;2;31425.68;22254.09;20397.1;9321.32;0;2308.5;924;782.6;4915.68;0;2145;0
100017801;1;1001;1;3;2;2;189;2;1;26;10;2;2;33979.16;33979.16;44955.73;15081.32;1006.6;11097;2530.16;4509.77;7029.68;693.44;2766.78;240.98
100017802;1;1001;1;3;2;2;189;2;1;29;8;2;1;71557.37;71557.37;82950.42;26921.53;4509.73;13984.5;708;39.13;7022.39;26408.75;2767.3;589.09
100017803;1;1001;1;3;2;2;189;2;1;63;10;2;1;90703.26;48113.11;30140.68;11969.93;0;3179.5;920.8;2412.39;7154.75;1440;112.5;2950.81
100017804;1;1001;1;3;2;2;189;2;1;33;6;4;1;30368.84;30368.84;39991.94;7547.03;371.73;12450;408;229.87;16171.31;1035;1779;0
100017805;1;1001;1;3;2;2;189;2;1;60;3;3;2;52770.48;14803.27;20512.46;11281.98;0;3450;845.73;213.25;4200;0;521.5;0
100021401;1;1001;1;3;2;3;168;2;1;76;8;2;1;24702;0;16152.72;8254.05;215.21;2286.6;728.67;309.12;2802.53;0;1170.14;386.4
100021402;1;1001;1;3;2;3;168;2;1;74;3;2;2;24708.38;8659.56;2974.54;321.42;0;775;0;426.51;1451.61;0;0;0
100021403;1;1001;1;3;2;3;168;3;1;37;6;6;2;181234.27;11739.13;18924.95;4885.69;273.9;2907;0;1584.77;5093.9;450;3729.69;0
100021404;1;1001;1;3;2;3;168;3;1;76;3;6;5;52621.55;14478.25;20386.01;10671.16;1442.92;3123.87;870.47;58.69;925.71;1740;1553.19;0
100021405;1;1001;1;3;2;3;168;1;2;79;3;1;1;24001;0;2208.2;1266.4;0;365.8;0;0;576;0;0;0
100021406;1;1001;1;3;2;3;168;1;1;37;10;1;1;18592.52;17119.56;32516.62;8254.17;0;17719.35;1968.32;0;2849.98;0;795.46;929.34
100041901;1;1001;1;3;2;4;211;1;2;80;3;1;1;10310.51;0;3689.69;1067.11;0;2622.58;0;0;0;0;0;0
100041902;1;1001;1;3;2;4;211;3;2;46;6;2;1;17411.85;4059.78;5008.86;1819.23;0;2100.96;505.14;0;290.32;0;293.21;0
100041903;1;1001;1;3;2;4;211;3;1;76;4;3;2;29218.33;0;12646.55;8678.47;0;1765.5;0;0;2202.58;0;0;0
100041904;1;1001;1;3;2;4;211;2;1;55;8;3;1;31353.24;31304.33;18056.83;2391.35;0;9149.03;374.5;195.64;5609.56;0;336.75;0
100041905;1;1001;1;3;2;4;211;3;2;82;4;2;2;57662.22;22695.64;25459.68;7109.94;0;3650.04;641.59;0;2080.64;9179.03;2798.44;0
100044701;1;1001;1;3;2;5;173;5;1;35;7;2;2;27292.25;23992.25;16015.77;6209.96;0;675;1980;0;3900;2950.81;300;0
100044702;1;1001;1;3;2;5;173;2;1;50;10;5;3;105746.68;80836.95;99424.43;34846.91;1980.93;3210;4321.36;5399.99;17319.84;26039.6;4048.23;2257.57
100044705;1;1001;1;3;2;5;173;3;1;48;4;6;3;36599.94;33491.77;83998.93;12336.26;3003.22;11331;4416.52;481.29;10049.97;38621.3;2765.93;993.44
100045301;1;1001;1;3;2;6;201;2;1;76;4;2;1;38840.93;0;14871.41;8453.49;0;835.88;1042.22;0;2069.21;1080;1187.39;203.22
100045302;1;1001;1;3;2;6;201;2;2;35;11;4;1;42851.95;0;55968.46;9887.11;1485.96;3643.93;1631.57;320.85;3871.26;31894.97;1634.47;1598.34
100045304;1;1001;1;3;2;6;201;3;1;52;3;6;1;15157.66;2885.86;4155.23;2076.38;0;1745;148.05;0;0;0;185.8;0
100045305;1;1001;1;3;2;6;201;1;2;84;4;1;1;18033;0;1148.8;0;0;512.8;0;0;636;0;0;0
100045306;1;1001;1;3;2;6;201;2;1;82;4;2;2;44605.04;0;26891.75;17847.94;0;1322.58;1279.46;0;3320.19;1740;1381.58;0
100049001;1;1001;1;2;1;7;160;2;2;54;8;3;3;28306.44;22304.34;37515.31;9353.49;0;3147.9;1779.63;694.56;8161.61;9725.8;3491.04;1161.28
100049003;1;1001;1;2;1;7;160;2;1;58;8;2;2;12760.9;10960.91;6624.71;4557.76;0;0;478.99;815.86;145.16;0;626.94;0
100049006;1;1001;1;2;1;7;160;3;2;57;4;6;4;14055.36;3531.51;13492.98;7751.42;195.65;1355.82;455.77;1048.69;145.16;226.45;2314.02;0
100054201;1;1001;1;3;2;8;219;2;1;75;6;3;3;42163.94;3805.21;19957.42;7971.2;0;2082.57;2437.14;583.03;4505.79;0;2377.69;0
100054203;1;1001;1;3;2;8;219;2;1;56;10;3;3;53858;40005.48;31175.76;10684.15;342.39;12076.5;1272.04;0;5767.16;0;1033.52;0
100054204;1;1001;1;3;2;8;219;1;1;80;7;1;1;31187.33;0;24738.59;11494.18;616.3;570;5736.74;3169.56;1447.64;0;1704.17;0
100054205;1;1001;1;3;2;8;219;2;2;32;10;3;1;8901.09;0;8753;4319.83;0;3483.87;484.82;0;0;0;464.48;0
100054206;1;1001;1;3;2;8;219;5;1;29;8;2;2;66363.61;47275.71;39875.78;6904.06;1173.9;11547.58;3863.76;0;11102.64;3193.54;2090.3;0
100058701;1;1001;1;3;2;9;180;2;2;22;7;2;2;21894.08;58.03;19408.88;9989.8;0;3780;837;176.08;3900;0;726;0
100058702;1;1001;1;3;2;9;180;2;1;45;10;3;2;22143.77;3688.52;77162.56;11416.93;4478.45;1145;1887.78;440.21;7086.88;4671;16543.53;29492.78
100058703;1;1001;1;3;2;9;180;3;2;68;6;4;3;40364.64;19854.08;20742.74;16053.87;0;1099.5;684;0;1140;525;483;757.37
100058705;1;1001;1;3;2;9;180;2;2;38;8;5;1;34741.65;27713.08;24533.62;16220.33;0;1467;2713.47;7.82;3480;120;525;0
100058706;1;1001;1;3;2;9;180;2;1;52;6;5;1;93590.14;87590.14;50667.51;13101.35;1369.56;3706;795;205.42;11531.8;17213.11;1130.34;1614.93
100061501;1;1001;1;2;1;10;170;2;1;73;3;2;2;34101.06;0;11113.3;4724.88;0;1945.16;586.43;127.17;435.48;600;371.6;2322.58
100061503;1;1001;1;2;1;10;170;3;1;47;8;6;6;79036.78;70327.11;78939.18;9461.43;5781.5;2377.93;3557.24;1232.58;26577.92;21009.21;4505.75;4435.62
100061504;1;1001;1;2;1;10;170;3;2;30;10;2;2;48510.54;25759;73888.23;14551.02;352.17;11962.05;1984.02;626.08;26009.53;15755.67;2647.69;0
100061505;1;1001;1;2;1;10;170;2;1;39;10;5;1;64436.65;48344.5;63501.15;16761.99;3059.97;3275.93;3129.64;0;6672.99;24775.23;4749.32;1076.08
100062601;1;1001;1;3;2;11;195;2;2;41;11;2;2;93509.32;79868.82;51499.17;15839.9;0;6129;3342;0;13350;10819.67;1635;383.6
100062603;1;1001;1;3;2;11;195;3;1;48;5;7;5;56301.61;56301.61;20366.53;4422.77;1555.4;7770;2465.73;440.21;1416.88;147.54;2148;0
100062604;1;1001;1;3;2;11;195;1;2;75;4;1;1;23957.37;0;3124.18;3124.18;0;0;0;0;0;0;0;0
100062606;1;1001;1;3;2;11;195;1;2;54;4;1;1;18217.57;0;13449.5;11416.95;0;450;156;1369.55;0;0;57;0
100062606;2;1001;1;3;2;11;195;2;1;50;6;4;4;58229.48;58229.48;16929.73;8164.16;0;2250;942;0;3668.57;0;1905;0
100084801;1;1001;1;2;1;12;180;3;1;68;8;5;2;42760.84;24140.64;11747.78;4281.33;586.94;3173.25;225;0;2314.26;0;1167;0
100084802;1;1001;1;2;1;12;180;2;2;51;6;3;1;16942.61;0;18180.05;6737.05;0;1558.5;1107;176.08;2148.42;4734;1719;0
100084803;1;1001;1;2;1;12;180;2;1;70;4;2;2;38946.01;22077.17;17462.06;10337.06;0;840;0;0;5940;0;345;0
100084804;1;1001;1;2;1;12;180;2;1;28;7;4;2;71071.46;49505.9;124830.3;30908.44;6974.95;2675;14612.2;0;35356.03;18781.95;15521.73;0
100084805;1;1001;1;2;1;12;180;1;1;83;4;1;1;9005.93;1770.49;5886.5;2237.05;205.43;1791;582;35.21;257.14;319.67;459;0
100084806;1;1001;1;2;1;12;180;3;2;41;4;7;3;50162.31;49868.84;33136.43;10079.86;293.47;8700;1302;0;9857.1;600;2304;0
100084806;2;1001;1;2;1;12;180;2;2;25;6;3;1;11289.34;11139.34;11812.03;5425.57;293.46;1815;1830;0;300;0;2148;0
100095401;1;1001;1;3;2;13;181;2;1;74;4;2;1;17072.2;0;8843.33;3599.9;0;1781.77;307.73;0;2860.71;0;293.22;0
100095403;1;1001;1;3;2;13;181;1;2;68;4;1;1;29572.94;0;20764.84;8086.98;0;1169;2006.09;1253.14;2394;0;5121.94;733.69
100095404;1;1001;1;3;2;13;181;2;2;49;8;5;2;21521.73;7630.43;35112.89;10864.14;3224.29;4000.59;2416.07;2548.33;8028.36;2769.9;1190.29;70.92
100095405;1;1001;1;3;2;13;181;1;2;72;3;1;1;21255.91;0;1423.05;610.7;0;478.5;188.7;0;0;0;145.15;0
100095406;1;1001;1;3;2;13;181;2;1;47;6;5;3;42373.35;42373.35;31417.34;8254.18;0;9614.32;1474.82;63.57;7887.09;1451.61;2671.75;0
100104902;1;1001;1;3;2;14;128;2;1;34;10;4;4;46262.38;40182.03;15363.43;7919.83;0;2606.61;243.85;0;3848;385.16;359.98;0
100104904;1;1001;1;3;2;14;128;2;1;90;6;2;1;42783.6;0;10230.72;5207.05;0;2096.5;145.15;625.1;1440;0;716.92;0
100104905;1;1001;1;3;2;14;128;2;2;81;4;2;2;74936.25;30570.64;19662.58;10439.9;0;822;537.08;127.17;2644.14;1200;989.07;2903.22
100104906;1;1001;1;3;2;14;128;2;1;64;4;2;1;55603.07;41086.95;16601.97;3098.5;0;3226.61;473.2;117.39;7587.09;1200;899.18;0
100113301;1;1001;1;2;1;15;135;1;1;66;4;1;1;26413.04;26413.04;19864.77;4371.38;0;7547.9;2081.47;0;3554.14;1677;632.88;0
100113303;1;1001;1;2;1;15;135;1;1;44;8;1;1;44554.86;44554.86;21432.22;9488.38;449.99;4935.48;383.39;0;4354.83;0;1820.15;0
100113304;1;1001;1;2;1;15;135;2;1;93;1;2;2;29581.31;0;23574.82;11198.35;674.99;4841.69;596.81;2494.55;2822.01;0;946.42;0
100113305;1;1001;1;2;1;15;135;2;2;72;3;2;2;20691.78;11445.65;8704.82;6370.58;0;1457.5;850.62;0;0;0;26.12;0
100113306;1;1001;1;2;1;15;135;2;2;37;10;2;1;28519.44;19809.77;4535.5;2532.8;0;975;206.11;0;0;0;821.59;0
100116501;1;1001;1;2;1;16;151;1;2;67;3;1;1;20448.8;0;19423.14;11314.11;0;1826.71;833.21;2041.61;2304.29;0;1103.21;0
100116503;1;1001;1;2;1;16;151;2;1;77;6;4;3;20734.45;3744.29;10294.88;4474.18;0;2273.43;525.46;1760.86;0;840;420.95;0
100116504;1;1001;1;2;1;16;151;2;1;45;6;7;4;43726.47;33451.59;49404.09;15158.31;763.02;1914.14;2737.2;635.86;3805.63;21896.12;2493.81;0
100116505;1;1001;1;2;1;16;151;2;2;52;6;3;1;19502.09;13695.64;13904.02;5464.21;1173.91;520;255.46;342.39;5785.16;0;362.89;0
100116506;1;1001;1;2;1;16;151;2;2;32;10;2;2;84741.82;84741.82;45776.09;19632.74;1604.34;5398.3;539.99;7312.49;8166.07;2322.58;799.58;0
100117601;1;1001;1;3;2;17;172;3;1;75;9;4;2;82018;68114.73;48581.05;10272.8;1886.06;8790;2334.7;1315.73;10618.92;7500;5567.76;295.08
100117602;1;1001;1;3;2;17;172;3;1;22;6;6;2;50605.45;29557.36;31001.49;5901.33;0;13131;861;0;1671;7239.34;2197.82;0
100117604;1;1001;1;3;2;17;172;2;1;87;6;2;2;31420.77;0;14414.07;4911.4;0;1002.5;318;4402.17;1347;0;2433;0
100117605;1;1001;1;3;2;17;172;2;1;70;7;3;3;42811.46;26409.83;21944.55;10722.66;1643.46;2007.5;1881;1486.93;2700;0;1503;0
100139001;1;1001;1;3;2;18;195;4;2;70;3;4;3;64940.5;47372.26;5080.05;1877.08;195.65;1089;278.69;0;1221.42;14.67;403.54;0
100139002;1;1001;1;3;2;18;195;3;1;68;4;5;4;50099.86;12228.25;43992.35;12053.35;0;2461.93;1293.55;3477.68;4853.42;0;12896.53;6955.89
100139003;1;1001;1;3;2;18;195;1;2;67;3;1;1;13400.38;0;7823.35;5830.5;0;0;359.97;275.86;788.01;0;569.01;0
100139005;1;1001;1;3;2;18;195;2;1;58;4;3;3;71611.03;61997.24;25302.4;13448.47;283.68;1705.64;1562.2;293.47;3826.26;1968.26;854.33;1360.09
100139006;1;1001;1;3;2;18;195;2;1;39;5;3;1;19371.13;15016.3;13041.94;3227.05;283.69;1580;934.81;78.26;5564.51;0;1251.34;122.28
100144201;1;1001;1;3;2;19;226;3;2;56;10;4;4;128202.89;36840.65;212286.72;77807.03;2739.11;1423.64;40594.44;10609.22;57918.24;8348.98;12846.06;0
100144202;1;1001;1;3;2;19;226;2;2;54;5;5;4;90277.14;31646.35;57592.41;28221.27;1858.69;3227.61;2525.15;1183.67;13112.89;2804.5;4658.63;0
100144203;1;1001;1;3;2;19;226;1;2;83;3;1;1;18870.22;0;5923.67;4757.06;0;0;46.45;0;375;600;145.16;0
100144205;1;1001;1;3;2;19;226;2;2;32;10;4;2;7369.71;692.3;6503.25;2963.48;0;1471.64;165.47;9.78;1451.61;0;441.27;0
100160702;1;1001;1;3;2;20;163;2;1;77;6;2;2;81091.64;0;30338.95;12329.93;978.26;1534.5;5307;0;7564.26;900;1725;0
100160703;1;1001;1;3;2;20;163;3;1;55;6;3;3;41743.88;20665.56;31465.37;14390.8;738.56;0;2065.91;1247.26;6000;1541.6;4596;885.24
100160704;1;1001;1;3;2;20;163;2;1;71;4;2;1;29593.52;21939.34;6971.28;3111.37;17.6;2754.5;0;68.47;300;690;29.34;0
100160705;1;1001;1;3;2;20;163;1;2;75;4;1;1;27329.59;0;12437.23;3162.74;0;2683.5;1656;2249.99;1497;0;1188;0
100160706;1;1001;1;3;2;20;163;2;1;80;4;5;5;62972.15;32483.58;39402.39;21124.08;880.42;3480;2021.7;5527.15;3900;210;2259.04;0
100175501;1;1001;1;2;1;21;189;2;2;40;4;4;4;65985.23;52923.89;88584.15;14509.13;10340.16;5665;5126.03;5977.15;37821.89;5180.04;3964.75;0
100175502;1;1001;1;2;1;21;189;3;2;69;6;8;5;118029.48;80651.19;27946.15;11603.28;2616.77;776.25;3719.05;1340.18;2102.52;1050.2;4737.9;0
100175502;2;1001;1;2;1;21;189;2;1;52;6;3;3;29464.51;27535.94;14224.64;6531.32;195.65;1650;52.25;0;5424.19;0;136.45;234.78
100175503;1;1001;1;2;1;21;189;2;1;36;5;6;2;33368.9;20714.64;24568.39;10915.52;2152.13;1977.82;1239.62;117.39;3293.46;2644.45;2228;0
100175504;1;1001;1;2;1;21;189;2;1;37;8;4;3;51099.88;32771.7;36800.55;13075.55;951.83;2406.3;1808.65;1589.66;4132.25;11322.57;1073.53;440.21
100175505;1;1001;1;2;1;21;189;2;1;43;8;3;2;35585.79;31230.96;35256.49;15826.92;1359.75;3468.43;4300.99;204.44;5190.65;787.48;4117.83;0
100175506;1;1001;1;2;1;21;189;3;1;86;1;6;6;40530.87;18870.61;27846.16;13885.54;502.8;2991.93;1077.05;655.42;7243.37;14.67;1450.93;24.45
100189601;1;1001;1;3;2;22;192;1;2;52;10;1;1;42639.33;40770.48;42121.77;7007.02;1153.34;6774;4293.85;5908.65;2773.7;6046.69;636;7528.52
100189604;1;1001;1;3;2;22;192;1;1;66;5;1;1;32901.63;17704.91;13818.36;5515.59;821.73;780;2162.21;19.56;3814.27;0;705;0
100189605;1;1001;1;3;2;22;192;1;1;92;3;1;1;32471.32;0;4179.85;462.85;0;0;3612;0;0;0;105;0
100189606;1;1001;1;3;2;22;192;1;2;67;4;1;1;19486.98;1263.93;10506.49;3227.04;0;2622;60;1477.17;1950;0;1022.74;147.54
100199801;1;1001;1;3;2;23;159;3;1;60;10;6;4;353016.36;301672.11;217101.02;43765.52;23243.38;9450;15144;2846.71;61677.04;29856.52;31117.85;0
100199804;1;1001;1;3;2;23;159;2;1;87;3;2;1;72857.13;0;34957.65;7804.2;1173.9;1775;14686.3;978.25;3213.39;0;5326.61;0
100199805;1;1001;1;3;2;23;159;2;1;46;9;4;3;47744.23;15983.59;142736.62;25559.76;0;1050;8235;342.38;3135;101675.4;2444;295.08
100199806;1;1001;1;3;2;23;159;2;2;77;3;2;2;29724.57;8527.86;8003.41;5219.94;293.47;1350;336;0;0;0;804;0
100203401;1;1001;1;3;2;24;138;1;2;74;4;1;1;30400.71;0;12902.87;4782.81;298.36;2080.93;0;0;4071.42;0;1669.35;0
100203403;1;1001;1;3;2;24;138;1;1;45;10;1;1;55836.58;26804.33;11840.8;6865.61;306.18;1415;307.73;28.36;1747.64;754.83;415.45;0
100203404;1;1001;1;3;2;24;138;1;2;31;10;1;1;99797.68;99489.11;185206.48;11725.64;6309.73;13064.51;6983.32;132.05;87058.89;5991.42;17852.57;36088.35
100203405;1;1001;1;3;2;24;138;2;2;74;10;3;3;217688.55;117469.53;154483.16;85850.13;15388.96;6203.22;17355.94;3345.64;12812.9;6032.6;7493.77;0
100203406;1;1001;1;3;2;24;138;2;1;55;10;4;4;111807.29;55418.45;45886.4;20776.92;5002.8;1539;3433.45;825.63;6626.49;0;6230.5;1451.61
100211901;1;1001;1;3;2;25;182;3;2;70;4;2;2;34332.98;17975.53;7873.58;3509.94;0;798.5;203.22;0;2692.25;0;669.67;0
100211903;1;1001;1;3;2;25;182;2;1;54;9;2;2;40516.7;28790.2;47733.37;21857.01;6049.51;1078.5;1062.17;5191.6;5081.21;3118.11;547.9;3747.36
100211904;1;1001;1;3;2;25;182;2;1;77;10;2;2;48194.57;12067.3;21055.29;4808.48;293.47;2683.06;6218.67;3130.43;1167;960;923.22;870.96
100211905;1;1001;1;3;2;25;182;3;1;53;10;2;1;37190.76;21003.23;12564.61;4975.67;0;1475;444.16;85.1;3928.05;0;1216.42;440.21
100215301;1;1001;1;3;2;26;219;2;1;59;4;4;4;32685.23;15163.03;22120.42;16379.65;0;2535;827.4;195.63;348.38;0;963.4;870.96
100215304;1;1001;1;3;2;26;219;1;1;59;4;1;1;29668.19;19222.82;14861.5;12220.53;0;0;870.94;0;0;1049.17;427.39;293.47
100215305;1;1001;1;3;2;26;219;1;2;28;7;1;1;39522.27;14086.94;44323.03;23450.99;2445.62;2177.41;6330.31;606.51;2257.85;162.37;4236.8;2655.17
100215306;1;1001;1;3;2;26;219;1;2;85;3;1;1;14024.38;0;6424.45;5920.61;146.73;187.5;24.45;0;0;0;145.16;0
100221001;1;1001;1;4;3;27;236;2;1;55;10;3;2;91096.56;79483.66;30505.06;6852.81;0;1575;3414.65;283.68;8177.41;3483.87;3782.86;2934.78
100221002;1;1001;1;4;3;27;236;1;2;69;6;1;1;32110.93;0;16734.45;8755.59;0;1170;1971.22;1173.9;2247;0;1416.74;0
100221003;1;1001;1;4;3;27;236;2;2;74;3;2;2;52972.02;18464.66;23009.22;8234.84;978.26;1600.5;775.14;469.56;9580.63;0;1370.29;0
100221005;1;1001;1;4;3;27;236;2;1;40;10;3;1;55571.52;38152.17;26683.95;10555.64;0;2941.93;571.92;331.62;7877.41;0;2938.04;1467.39
100221006;1;1001;1;4;3;27;236;2;1;63;10;3;2;61336.94;61336.94;44752.35;11828.49;1173.91;17529.18;1770.95;0;8710.51;1596.77;2142.54;0
100225802;1;1001;1;4;3;28;239;2;1;60;10;3;2;54502.53;30245.39;48214.96;22853.28;1303.02;2902.5;6828.75;684.76;7832.02;30;2009;3771.63
100225804;1;1001;1;4;3;28;239;1;2;72;4;1;1;37903.23;0;20747.64;13114.21;0;2202.5;1698;0;2250;0;819;663.93
100225806;1;1001;1;4;3;28;239;2;2;57;9;4;3;89855.95;77213.1;99030.99;29057.05;489.13;20071.25;12480.98;146.73;11468.85;20400;4917;0
100231201;1;1001;1;3;2;29;155;1;2;72;4;1;1;8109.88;2967.03;14785.34;7019.83;0;5013.66;403.51;229.88;771;732;615.46;0
100231202;1;1001;1;3;2;29;155;4;2;79;3;5;4;69427.74;54123.6;46945.92;21956.61;0;3678.62;1466.09;3122.59;8029.8;5806.45;2885.76;0
100231203;1;1001;1;3;2;29;155;1;2;84;6;1;1;81933.93;0;16971.74;10657.13;0;2404.91;1169.08;0;1260;0;1480.62;0
100231204;1;1001;1;3;2;29;155;2;1;75;6;3;3;56435.41;46149.71;23445.44;10664.77;0;11453.94;606.75;0;0;116.12;603.86;0
100231205;1;1001;1;3;2;29;155;1;2;84;4;1;1;61516.47;0;51810.84;31422.76;0;9024.9;3524.48;3619.56;2184;0;2035.14;0
100231206;1;1001;1;3;2;29;155;3;1;75;4;2;2;64290.08;0;13616.05;7868.47;0;1506;1019.02;0;2160;0;1062.56;0
100254701;1;1001;1;3;2;30;166;3;2;53;6;3;2;40150.44;4918.03;30462.78;12529.01;2905.4;1414;1875;1829.33;3310.7;2070;4529.34;0
100254702;1;1001;1;3;2;30;166;2;2;44;6;4;1;14832.76;0;15067.57;4345.57;0;2940;978;0;300;5640;864;0
100254703;1;1001;1;3;2;30;166;3;1;62;10;3;3;135317.44;31352.45;65711.59;12098.46;0;14700;2028;0;33472.13;0;3413;0
100261501;1;1001;1;3;2;31;184;3;1;68;8;7;5;122537.86;58793.46;66518.85;21509.67;391.3;2890.27;3175.72;54.77;7524.18;18944.31;12028.63;0
100261503;1;1001;1;3;2;31;184;2;2;87;4;2;2;61982.94;47152.17;80058.05;24929.72;2395.73;390;1936.41;1637.56;6063.91;10313.06;8067.39;24324.27
100261505;1;1001;1;3;2;31;184;3;1;71;3;10;6;99619.05;83204.49;43759.83;19130.99;0;1973.06;1303.52;1565.21;1200;0;978.36;17608.69
100261506;1;1001;1;3;2;31;184;3;1;51;10;5;3;45544.33;10516.3;19047.71;10799.82;0;2400;722.88;0;3639.57;0;1485.44;0
100267601;1;1001;1;3;2;32;165;2;1;29;10;2;2;16669.65;6452.44;10378.21;7759.15;0;0;0;586.95;600;287.7;893.6;250.81
100267602;1;1001;1;3;2;32;165;2;1;62;6;2;2;95269.71;74781.12;51909.12;17646.28;1085.86;3525;3014.6;2523.89;10902.69;853.77;12160.31;196.72
100267604;1;1001;1;3;2;32;165;3;1;60;8;2;2;43377.04;0;21355.44;10253.38;0;7500;702.39;39.13;514.28;1200;1146.26;0
100279401;1;1001;1;3;2;33;194;2;1;52;9;4;3;49583.59;43777.14;14593.22;7109.95;498.9;1884.96;415.14;81.19;2144.12;1016.12;1442.84;0
100279402;1;1001;1;3;2;33;194;3;1;66;10;2;1;18671.73;3913.04;11046.38;4236.35;0;2905.54;0;337.49;3567;0;0;0
100279403;1;1001;1;3;2;33;194;1;1;61;4;1;1;37069.2;15065.21;18802.49;3889.22;640.74;5083.64;5073.01;1209.12;595.15;651;1660.61;0
100279404;1;1001;1;3;2;33;194;3;2;55;4;3;2;31167.84;25361.39;15856.94;8472.72;146.73;2697.04;368.7;40.1;3829.74;0;301.91;0
100279405;1;1001;1;3;2;33;194;1;2;83;3;1;1;38319.38;0;8651.8;0;0;2175;0;73.36;0;597;5806.44;0
100290901;1;1001;1;3;2;34;217;2;1;47;10;3;3;172322.97;143290.72;81431.33;38687.02;9097.81;5351.61;2456.1;48.91;22790.43;0;798.37;2201.08
100290902;1;1001;1;3;2;34;217;3;2;61;4;2;1;30032.77;25190.2;22369.36;12098.41;0;2393.94;1120.61;1173.91;3762.74;0;699.65;1120.1
100290903;1;1001;1;3;2;34;217;3;1;54;7;4;3;25778.87;16775.73;22769.48;12316.96;0;2196.6;898.46;4528.36;2104.83;198.8;525.47;0
100290904;1;1001;1;3;2;34;217;1;2;77;4;1;1;14348.09;0;8039.71;4937.02;273.91;729.91;754.8;616.3;360.4;0;220.64;146.73
100290905;1;1001;1;3;2;34;217;3;1;62;9;5;4;77383.56;27880.43;41949.24;15698.42;831.51;4596.77;3095.09;4588.03;6739.58;293.47;4638.98;1467.39
100290906;1;1001;1;3;2;34;217;2;1;65;10;2;1;7649.36;0;25522.89;11918.47;0;1050;3332.88;293.47;5425.3;0;3502.77;0
100291801;1;1001;1;3;2;35;188;2;1;55;4;2;1;46377.04;37377.04;24500.61;13975.58;0;3155;1116;195.65;3335.56;720;2002.82;0
100291802;1;1001;1;3;2;35;188;1;2;75;4;1;1;32265.08;0;2740.7;2095.7;0;0;216;0;0;0;429;0
100291803;1;1001;1;3;2;35;188;3;1;72;6;4;4;60253.77;0;29110.01;11725.56;0;1121.25;2904;0;4800;4187.7;4371.5;0
100291804;1;1001;1;3;2;35;188;3;1;61;6;7;2;41827.86;17311.47;34436.8;20134.06;361.94;3450;879;0;6600;0;2901.15;110.65
100291805;1;1001;1;3;2;35;188;2;1;63;10;3;2;73918.02;0;47060.19;21779.81;1718.78;3837.5;1878;195.65;7181.8;0;10124.39;344.26
100291806;1;1001;1;3;2;35;188;2;1;87;3;3;3;65842.26;0;33617.43;18822.62;1438.02;2830.5;1602;195.65;3600;0;4784.38;344.26
100298401;1;1001;1;4;3;36;225;2;1;59;11;3;3;244199.97;92518;94627.94;31544.71;0;1200;8455.43;3394.55;40890.23;1306.45;5390.92;2445.65
100298402;1;1001;1;4;3;36;225;2;1;73;4;2;2;59618.76;0;15818.53;6235.6;0;2889.02;461.57;73.36;3666.76;0;2198.75;293.47
100298403;1;1001;1;4;3;36;225;2;1;52;11;4;2;114982.71;91756.91;127118.57;36679.82;924.45;2961.5;7905.45;58294.55;7889.72;8937.96;3525.12;0
100298405;1;1001;1;4;3;36;225;2;2;86;3;2;2;31220.91;0;9623.04;4499.9;0;790;862.24;48.91;2530.74;0;891.25;0
100299902;1;1001;1;4;3;37;208;2;2;61;6;2;2;89791.71;32673.9;23991.24;11860.57;586.94;330;1860.93;293.47;7810.96;0;1248.37;0
100299905;1;1001;1;4;3;37;208;2;1;58;9;3;1;65067.74;31475.54;19954.83;9616.97;538.03;1140.96;1027.72;0;4070.22;435.48;3125.45;0
100299906;1;1001;1;4;3;37;208;2;1;71;11;2;2;96226.04;0;32174.88;13255.54;0;2461.06;609.66;10102.46;2966.99;0;2779.17;0
100305303;1;1001;1;2;1;39;157;1;1;64;8;1;1;22554.25;0;9929.22;4692.74;0;887.5;496.42;96.84;2903.22;0;852.5;0
100305304;1;1001;1;2;1;39;157;3;1;56;6;2;2;24589.05;0;13369.74;9694.08;262.16;850;629.96;117.39;707.14;0;1109.01;0
100305305;1;1001;1;2;1;39;157;1;1;26;8;1;1;20152.14;20152.14;16675.59;5862.68;0;4604.03;886.13;205.43;2753.45;580.64;1783.23;0
100305306;1;1001;1;2;1;39;157;3;1;46;6;6;5;93105.12;90782.54;24510.55;7984.15;0;2930.64;1158.36;4891.3;3664.2;0;3881.9;0
100309002;1;1001;1;3;2;40;185;1;1;63;8;1;1;27929.34;18244.56;16397.83;4937.07;0;7685.9;139.34;352.16;2635.64;0;168.38;479.34
100318201;1;1001;1;4;3;41;242;1;2;47;8;1;1;15584.24;375.82;3757.27;1285.68;0;1207.5;171.26;0;880.91;0;211.92;0
100318204;1;1001;1;4;3;41;242;3;1;76;6;4;4;144670.33;296.7;87003.44;7635.1;0;2120.8;8068.03;60710.84;5064.19;729;2675.48;0
