folioviv;foliohog;ubica_geo;tam_loc;est_socio;est_dis;upm;factor;clase_hog;sexo_jefe;edad_jefe;educa_jefe;tot_integ;percep_ing;ing_cor;ingtrab;gasto_mon;alimentos;vesti_calz;vivienda;limpieza;salud;transporte;educa_espa;personales;transf_gas
202496004;1;2002;1;4;19;460;669;2;1;32;9;5;2;60691.99;53433.93;15130.07;7457.12;0;1780.64;987.07;293.47;2080.64;479.03;2003.19;48.91
202496005;1;2002;1;4;19;460;669;1;1;56;6;1;1;84982.46;73369.56;26163.53;7932.82;0;4321.93;574.82;0;7606.45;0;5727.51;0
202548201;1;2002;1;4;19;461;680;2;1;58;7;2;1;15085.07;7827.01;9758.3;5027.08;0;3227.41;876.74;0;0;0;627.07;0
202548202;1;2002;1;4;19;461;680;2;1;43;8;5;3;101845.77;75461.52;65363.37;17716.97;2836.95;10780.64;6728.55;3423.91;13949.32;0;9927.03;0
202548203;1;2002;1;4;19;461;680;2;1;49;8;4;3;61356.92;49450.52;39285.3;16971.24;0;6262.41;1117.72;3228.25;7844.41;1800;2061.27;0
202548204;1;2002;1;4;19;461;680;2;1;35;9;3;1;47917.57;45989;56493.24;19748.52;0;9280.64;1582.22;293.47;21549.1;0;4039.29;0
202548206;1;2002;1;4;19;461;680;2;1;53;7;3;3;67861.86;58846.1;30253.91;10787.02;537.05;8678.7;1495.14;0;8134.74;0;621.26;0
202553701;1;2002;1;4;19;462;629;1;1;33;11;1;1;62606.54;53606.54;60244.52;10221.3;489.13;930;1461;195.65;3300;42000;804;843.44
202553702;1;2002;1;4;19;462;629;2;1;55;6;2;2;58967.19;52967.19;22402.31;12946.99;313.04;2970;453;0;4714.28;0;1005;0
202553703;1;2002;1;4;19;462;629;2;1;56;10;2;2;40543.09;33564.83;36358.39;12831.27;0;2145;885;342.39;14924.7;2743.03;2487;0
202553704;1;2002;1;4;19;462;629;1;2;70;4;1;1;13426.22;0;15544.66;4975.66;0;9450;336;0;300;0;483;0
202553705;1;2002;1;4;19;462;629;2;1;64;10;2;2;40239.53;7377.04;25256.55;8074.21;0;4990;2232;0;8945.9;0;621;393.44
202602501;1;2002;1;2;17;463;519;2;1;38;4;6;3;58473.93;50307.04;38029.84;12432.63;293.47;4630.64;955.14;489.12;3940.5;13935.47;1352.87;0
202602502;1;2002;1;2;17;463;519;2;1;35;8;4;2;76202.09;70395.64;42448.55;12368.41;684.78;5380.64;3584.16;2298.88;9004.62;4214.86;4912.2;0
202602503;1;2002;1;2;17;463;519;3;1;64;4;3;1;43863.94;3228.26;12942.15;3034.24;0;3135.48;824.49;0;3805.4;1016.12;1126.42;0
202602504;1;2002;1;2;17;463;519;1;1;55;6;1;1;34740.09;24578.8;26668.84;11905.62;0;6566.12;638.68;0;5433.86;702;1422.56;0
202602505;1;2002;1;2;17;463;519;2;1;42;10;5;2;106583.06;102228.23;54181.94;20314.07;5849.96;6820.96;2296.41;0;11292.27;3543.81;4064.46;0
202602506;1;2002;1;2;17;463;519;2;1;39;6;4;1;30049.94;27146.72;24817.5;16899.87;0;2775.48;920.3;234.78;2361.29;0;1625.78;0
202628601;1;2002;1;3;18;464;732;2;1;39;6;4;1;30088.51;24688.51;28972.52;15595.52;0;4260;1029;0;6750;0;1338;0
202628602;1;2002;1;3;18;464;732;2;1;36;8;4;1;69540.97;57540.97;83287.73;14528.42;0;5850;1722;0;53471.31;5700;2016;0
202628603;1;2002;1;3;18;464;732;2;1;37;6;4;2;44178.67;38778.67;30505.58;16045.58;0;6600;903;0;6150;0;807;0
202628604;1;2002;1;3;18;464;732;2;1;36;6;2;2;64490.13;53090.13;35902.44;14438.44;1394;7050;636;0;10650;0;1734;0
202628605;1;2002;1;3;18;464;732;2;1;33;6;5;1;46844.26;39344.26;46281.25;21201.25;0;8805;981;0;13650;0;1644;0
202628606;1;2002;1;3;18;464;732;1;1;34;6;1;1;38768.85;31868.85;8722.23;2147.13;0;2310;309;0;3317.1;0;639;0
202709901;1;2002;1;2;17;465;542;2;1;26;6;2;2;27440.2;27440.2;22260.51;11995.61;0;7275.48;865.14;0;1352.06;0;772.22;0
202709902;1;2002;1;2;17;465;542;2;1;71;4;3;3;51580.34;32551.61;37028.64;17858.42;1114.2;7122.58;1367.37;0;8477.41;0;1088.66;0
202709903;1;2002;1;2;17;465;542;3;2;44;4;6;3;67681.41;61874.96;34162.83;12137.08;1837.14;8874.19;798.37;0;8127.58;1090.76;1297.71;0
202709904;1;2002;1;2;17;465;542;1;1;29;8;1;1;24313.97;24313.97;16319.72;1992.83;547.82;7265.8;1497.83;0;3677.1;0;1338.34;0
202709905;1;2002;1;2;17;465;542;1;1;57;4;1;1;16093.96;11739.13;6128.91;2815.69;0;1680;104.5;0;1157.13;0;371.59;0
202709906;1;2002;1;2;17;465;542;2;1;48;4;3;3;48813.61;41820.63;30831.31;14862.67;0;7833.87;987.06;0;6387.09;0;760.62;0
202795801;1;2002;1;4;19;466;620;2;1;43;8;5;2;43760.64;38360.64;43139.46;14515.56;6632.56;4300;1077;0;11919.34;900;3795;0
202795802;1;2002;1;4;19;466;620;2;1;43;8;4;2;96098.34;81098.34;41473.17;16058.52;1339.21;9525;942;0;11793.44;0;1815;0
202795803;1;2002;1;4;19;466;620;2;2;63;5;2;2;82313.36;66492.77;52990.92;4782.78;0;3384;2324.47;2108.13;36907.36;649.18;2835;0
202795804;1;2002;1;4;19;466;620;2;1;47;9;4;3;44936.97;34963.2;24167;9967.35;0;5340;954;195.65;5250;0;2316;144
202795805;1;2002;1;4;19;466;620;3;1;38;6;6;4;62877.01;54024.56;35154.06;13127.02;88.04;9600;921;0;8700;387;2331;0
202795806;1;2002;1;4;19;466;620;1;1;26;8;1;1;29208.15;22008.18;19341.03;4589.91;273.91;2400;810;0;8550;0;750;1967.21
202796401;1;2002;1;3;18;467;623;2;1;62;6;2;2;35118.66;17557.32;21990.8;10838.45;1535.83;3932.7;1239.63;33.26;2491.95;0;1918.98;0
202796402;1;2002;1;3;18;467;623;2;1;47;6;4;3;53392.83;46134.77;54757.04;17215.54;1467.36;15841.93;1215.66;508.69;16273.68;1157.11;1077.07;0
202796404;1;2002;1;3;18;467;623;2;2;57;6;2;2;81900.93;70288.03;33031.7;3214.26;273.91;5385.48;2713.8;0;18459.77;0;2984.48;0
202796405;1;2002;1;3;18;467;623;2;1;42;6;5;1;32547.68;20934.78;32739.37;13589.88;0;11264.51;972.55;890.21;3450;0;2572.22;0
202796406;1;2002;1;3;18;467;623;2;1;56;6;3;2;38251.55;32184.77;17805.94;7534.13;273.91;3030.96;2072.21;29.34;2601.29;741.45;1033.52;489.13
202807901;1;2002;1;4;19;468;601;2;1;86;1;3;2;25404.79;15211.95;13065.51;4782.78;0;2590.64;551.58;626.07;2322.57;900;1088.65;203.22
202807903;1;2002;1;4;19;468;601;1;1;34;11;1;1;58600.96;49891.29;46764.43;21960.71;1154.33;738;1687.94;2520.95;13012.38;2384.97;2698.63;606.52
202807904;1;2002;1;4;19;468;601;1;1;46;9;1;1;98305.27;79563.27;21929.86;3792.83;0;1305.8;923.19;0;15045.81;0;862.23;0
202807905;1;2002;1;4;19;468;601;2;1;69;3;2;2;55025.57;16239.12;80783.97;22937;7366.25;17742.58;9376.18;6084.75;11624.31;523.84;4004.07;1124.99
202807906;1;2002;1;4;19;468;601;3;1;52;8;7;4;162065.64;59433.48;33206.43;17080.57;0;2448.38;1138.03;1124.99;10103.22;553.17;635.79;122.28
202876301;1;2002;1;2;17;469;473;2;1;65;3;2;1;25485.26;21130.43;17061.21;10314.71;0;2610;2973.3;0;600;0;563.2;0
202876302;1;2002;1;2;17;469;473;2;2;41;3;3;3;45130.14;39790.74;37261.23;13033.16;948.9;2130;9983.55;0;6518.52;1910.32;2638.96;97.82
202876303;1;2002;1;2;17;469;473;1;1;63;3;1;1;45255.79;40900.96;19558.96;6453.2;0;2250;1509.65;342.39;5828.52;0;827.38;2347.82
202876304;1;2002;1;2;17;469;473;2;2;63;6;2;2;77654.14;4475.53;16060.55;6046.2;0;1380;557.4;273.9;4945.16;0;2857.89;0
202876305;1;2002;1;2;17;469;473;3;1;33;6;2;2;27637.42;23282.59;48764.03;23888.48;1985.85;1192.64;5083.14;0;10446.34;0;6167.58;0
202876306;1;2002;1;2;17;469;473;2;1;46;7;5;3;38108.36;35205.14;28119.78;13022.79;0;4050;766.43;322.82;6960.96;0;2996.78;0
202902301;1;2002;1;2;17;470;544;2;2;44;8;5;2;53709.63;44999.96;37659.31;14940.1;0;4720.64;1937.95;0;13151.61;0;2909.01;0
202902302;1;2002;1;2;17;470;544;3;1;39;4;5;3;56383.61;7019;36327.55;2828.56;3423.9;8600;0;6260.85;6716.01;0;8207.91;290.32
202902303;1;2002;1;2;17;470;544;2;1;28;8;2;2;31052.65;28149.43;26324.19;11995.52;899.99;1255.08;2326.83;391.28;6833.26;0;1506.71;1115.52
202902304;1;2002;1;2;17;470;544;3;2;36;6;9;8;16720.31;586.95;42883.25;20710.1;195.64;5348.38;2977.83;2093.45;5283.86;953.31;4449.72;870.96
202902305;1;2002;1;2;17;470;544;2;1;63;1;3;3;44406.7;43826.06;35847.61;19514.88;293.46;3641.29;2081.62;459.77;7975.33;1016.12;865.14;0
202902306;1;2002;1;2;17;470;544;2;2;49;4;4;2;31012.41;26657.58;14015.33;7868.46;0;1780.64;1968.88;0;942.3;648;807.05;0
202995001;1;2002;1;2;17;471;591;2;2;60;4;2;2;43662.64;39307.81;16267.4;9694.18;0;2432;1047.41;0;2020.6;870;203.21;0
202995002;1;2002;1;2;17;471;591;2;1;29;5;3;2;55063.86;42198.19;24876.18;11931.24;733.68;945;1294.17;48.91;2961.29;0;4639.31;2322.58
202995003;1;2002;1;2;17;471;591;2;1;38;4;4;2;49692.97;45338.14;36249.77;19838.41;0;7817.32;673.51;0;6027.67;0;1892.86;0
202995005;1;2002;1;2;17;471;591;2;2;22;8;2;1;94408.92;82173.91;86883.3;33582.77;6065.19;2022.66;3223.86;1076.07;36555.17;1849.22;2508.36;0
202995006;1;2002;1;2;17;471;591;3;1;38;8;3;3;64579.56;52498.28;36811.63;16107.14;440.21;5002.82;3328.38;1027.15;6528.09;0;2583.84;1794
202998202;1;2002;1;2;17;472;540;2;1;32;6;5;1;39614.76;39614.76;37787.26;15753.85;630.94;8613.38;2031.71;610.39;6809.99;0;2694.15;642.85
202998203;1;2002;1;2;17;472;540;3;2;46;6;6;3;50009.97;44666.14;35947.8;15814.07;0;4524.19;946.41;269.98;9895.15;750;3748;0
202998204;1;2002;1;2;17;472;540;2;1;29;4;5;2;19234.46;14632.38;24042.92;9847.06;583.97;2424.19;1251.24;138.89;6822.57;0;2975;0
202998205;1;2002;1;2;17;472;540;1;1;27;8;1;1;41466.48;33670.85;30119.69;9261.38;1614.11;3485.8;12440.31;224.99;1223.49;0;1869.61;0
203179902;1;2004;1;3;13;473;559;2;2;54;6;2;1;32187.93;23478.26;35331.47;17848.48;586.95;2386.93;2322.54;293.46;8489.84;750;696.75;1956.52
203179903;1;2004;1;3;13;473;559;4;1;42;10;5;5;321873.5;255815.21;120163.87;39721.84;4529.31;6120.4;3113.61;8951.08;27988.57;4354.83;19514.67;5869.56
203179904;1;2004;1;3;13;473;559;2;1;55;3;3;3;33336.3;29543.46;33710.04;12093.66;273.91;10395.67;943.53;1252.17;6820.5;0;1930.6;0
203179905;1;2004;1;3;13;473;559;3;1;76;3;3;3;44272.59;15847.82;40068.97;20815.59;0;5322.41;603.85;489.12;7258.05;4354.83;1225.12;0
203179906;1;2004;1;3;13;473;559;3;2;46;8;5;4;45965.61;13353.26;28347.78;8421.35;0;3122.89;2711.57;368.79;3365.27;8264.5;1799.94;293.47
203184301;1;2004;1;2;12;474;385;1;1;43;8;1;1;18156.99;0;27081.74;13396.96;0;2312.9;1085.78;0;9406.45;0;879.65;0
203184302;1;2004;1;2;12;474;385;2;1;45;6;4;1;40902;28076.08;29364.65;12034.16;97.82;5772.57;809.95;107.6;9616.45;0;926.1;0
203184304;1;2004;1;2;12;474;385;3;2;57;1;2;1;14579.23;0;6633.26;3098.5;0;1988.22;110.3;0;1061.74;0;374.5;0
203184305;1;2004;1;2;12;474;385;3;1;46;6;5;3;83923.77;69407.65;42221.25;13654.12;997.78;3841.93;1286.08;0;15073;4064.51;3303.83;0
203184306;1;2004;1;2;12;474;385;2;1;34;8;4;1;37112.36;26951.07;25006.49;12432.7;0;3227.41;458.68;0;7877.41;0;1010.29;0
203184306;2;2004;1;2;12;474;385;2;1;37;6;4;2;29518.99;29518.99;28253.62;10002.74;0;4441.93;591.34;0;11664.43;0;1553.18;0
203213001;1;2004;1;3;13;475;451;1;1;20;6;1;1;23771.73;23771.73;22464.16;5406.32;78.26;12455.64;804.17;0;1286.29;0;2433.48;0
203213002;1;2004;1;3;13;475;451;2;1;36;10;4;2;170804.32;170804.32;82583.17;8061.34;978.25;26249.59;3071.58;32086.94;5806.45;4645.16;1683.86;0
203213003;1;2004;1;3;13;475;451;1;1;53;3;1;1;22304.34;22304.34;15293.15;2442.81;0;9408.37;769.32;0;870.96;54;1747.69;0
203213004;1;2004;1;3;13;475;451;2;1;45;6;4;2;58684.58;44168.46;67306.49;48728.49;0;850;1439.98;0;9119.99;3483.87;3684.16;0
203213005;1;2004;1;3;13;475;451;2;2;65;4;3;2;50834.05;36317.93;12540.97;7881.29;0;1092.24;592.23;0;1161.29;57.5;1756.42;0
203213006;1;2004;1;3;13;475;451;2;2;46;8;4;2;60753.14;52043.47;9877.28;2018.51;1369.56;1442.74;1364.5;0;1841.93;57.5;1782.54;0
203240201;1;2004;1;3;13;476;406;1;2;54;7;1;0;27314.33;0;7117.52;0;0;1135;1521.25;0;3706.44;0;754.83;0
203240202;1;2004;1;3;13;476;406;2;1;53;8;2;2;100162.08;28953.29;19054.97;719.98;0;7978.06;1875.45;0;6042.81;0;2438.67;0
203240203;1;2004;1;3;13;476;406;3;2;55;6;5;3;38274.71;35085.15;31198.93;8691.4;0;15716.12;2775.47;0;1928.56;0;2087.38;0
203240204;1;2004;1;3;13;476;406;2;2;40;6;4;4;80456;78873.59;22555.5;2391.36;0;12466.93;1120.62;0;3998.55;0;2578.04;0
203240205;1;2004;1;3;13;476;406;3;1;22;4;4;1;23934.05;17999.99;28857.55;9115.55;821.73;17027.41;420.96;0;0;0;1471.9;0
203259701;1;2004;1;2;12;477;562;2;1;57;8;4;3;53121.22;44121.22;15855.1;1124.98;1868.46;1689;972;215.21;6275.37;900;2810.08;0
203259702;1;2004;1;2;12;477;562;2;1;34;7;4;2;32521.86;28021.86;28549.69;8845.65;2073.88;1800;6225.66;586.95;7043.55;0;1974;0
203259703;1;2004;1;2;12;477;562;2;2;45;5;4;2;18832.61;6098.35;24569.63;12638.41;645.64;3315;1199.63;58.69;2914.26;1590;2208;0
203259704;1;2004;1;2;12;477;562;2;1;41;6;4;3;95638.7;72769.86;29085.98;2417.1;0;1500;1428;9391.26;10864.26;98.36;3387;0
203259705;1;2004;1;2;12;477;562;2;1;58;1;2;2;27254.71;0;11336.78;1877.1;440.21;1875;1863;0;4261.47;0;1020;0
203259706;1;2004;1;2;12;477;562;3;1;28;10;3;2;119336.04;114836.04;61977.47;15904.23;4793.46;4700;2475;117.39;23700;1200;6087.39;3000
203261503;1;2004;1;2;12;478;564;2;2;35;8;5;2;29396.72;29396.72;21992.58;9617.07;489.12;1024.5;789.64;0;9462.59;0;609.66;0
203261504;1;2004;1;2;12;478;564;2;1;47;4;2;1;17832.74;11445.65;4930.22;2211.39;0;1435.64;476.12;0;0;0;807.07;0
203261505;1;2004;1;2;12;478;564;2;1;47;8;5;2;59595;52336.94;17856.39;1767.82;0;4830.87;1724.5;0;7547.41;0;1985.79;0
203261506;1;2004;1;2;12;478;564;1;2;31;8;1;1;13472.21;8217.39;5804.46;2969.93;0;1255.64;435.47;0;676.03;0;467.39;0
203274602;1;2004;1;4;14;479;580;2;1;55;4;4;1;101114.75;53114.75;61405.89;11841.29;0;24575;1710;557.6;19080;1500;2142;0
203274603;1;2004;1;4;14;479;580;2;1;63;11;5;2;118918.01;93418.01;62009.95;15245.76;0;19332.5;2757;4108.69;16197;0;4369;0
203307801;1;2004;1;3;13;480;580;1;1;61;6;1;1;29803.27;11803.27;11157.98;6312.73;0;2220;210;19.56;2245.69;0;150;0
203307802;1;2004;1;3;13;480;580;2;1;26;7;3;2;41114.74;41114.74;26724.1;8845.58;577.14;7237.5;2492.36;0;6188.52;615;768;0
203307804;1;2004;1;3;13;480;580;2;1;23;8;4;2;26114.74;26114.74;30002.26;10787.01;78.26;10260;2826.77;229.89;4095.73;983.6;741;0
203307806;1;2004;1;3;13;480;580;2;1;38;8;4;2;51540.96;51540.96;28397.96;9298.3;78.26;14350.5;1337.9;0;2247;0;1086;0
203311401;1;2004;1;3;13;481;567;2;1;54;6;2;1;86369.36;65983.68;15593.31;5605.62;0;2292;1141.82;1115.2;2903.22;1200;1335.45;0
203311402;1;2004;1;3;13;481;567;3;1;51;5;8;4;118722.17;105725.51;69368.06;33145.49;2690.19;2919.29;2804.06;83.14;19761.65;0;7964.24;0
203311403;1;2004;1;3;13;481;567;3;1;71;4;6;2;46959.65;22108.69;34080.54;8858.49;978.26;3810.48;1152.55;317.91;4403.22;13064.5;1495.13;0
203311404;1;2004;1;3;13;481;567;1;1;68;4;1;1;23331.51;23331.51;20184.6;7161.31;0;8644.2;464.49;1359.78;2159.99;0;394.83;0
203311405;1;2004;1;3;13;481;567;2;1;56;11;3;2;119702.81;84864.11;73875.71;39599.76;0;1200;5688.92;195.65;12890.31;0;14301.07;0
203339901;1;2004;1;3;13;482;538;2;1;50;6;3;2;51898.29;45195.64;32862.28;6068.47;1809.75;2201.61;1306.44;0;1643.49;0;2223.83;17608.69
203339902;1;2004;1;3;13;482;538;2;1;31;6;4;1;34728.25;34728.25;22474.99;7881.29;0;5269.83;653.2;391.29;5827.16;600;1852.22;0
203339903;1;2004;1;3;13;482;538;2;1;27;8;3;1;90910.97;82201.3;56850.27;10157.1;2641.27;2655.48;1194.58;20804.66;15524.26;0;3872.92;0
203339904;1;2004;1;3;13;482;538;1;1;46;6;1;1;56776.61;48913.03;74665.03;9269.9;2005.42;975;0;0;51317.21;4576.36;6521.14;0
203339905;1;2004;1;3;13;482;538;2;2;70;4;2;2;21763.1;5869.56;8038.12;2237.11;0;1700.8;617.74;0;2466.35;0;1016.12;0
203339906;1;2004;1;3;13;482;538;2;2;35;6;3;3;57624.42;26138.63;29369.61;16019.8;782.6;1614.14;1068.36;0;9275.04;0;609.67;0
203380301;1;2004;1;2;12;483;611;2;1;37;8;5;2;58978.06;44461.94;27924.96;5425.66;0;2251.29;4810.28;1467.38;10321.92;1839.75;1808.68;0
203380302;1;2004;1;2;12;483;611;4;2;68;4;6;5;99466.99;54293.45;46213.08;17742.8;0;4106.69;885.46;0;20093.03;0;3385.1;0
203380303;1;2004;1;2;12;483;611;2;1;34;6;5;1;36195.65;36195.65;24266.22;3835.71;0;7851.76;1558.81;0;4370.61;1451.6;5197.73;0
203380304;1;2004;1;2;12;483;611;2;2;26;6;4;1;37438.98;25826.08;19850.81;6630.48;244.56;1480.64;978.36;997.81;5471.93;1161.29;2885.74;0
203380305;1;2004;1;2;12;483;611;2;1;41;4;7;1;53220.53;44510.86;27137.88;6261.4;0;3436.29;2273.2;151.62;7577.41;3338.68;4099.28;0
203380306;1;2004;1;2;12;483;611;2;2;34;10;4;1;45086.76;30570.64;24827.98;5258.48;0;3470.96;969.65;430.42;5715.77;1803.46;4244.46;2934.78
203403002;1;2004;1;2;12;484;628;1;1;43;6;1;1;28173.91;28173.91;20938.5;13049.99;0;6744.67;583.53;0;290.32;0;269.99;0
203403003;1;2004;1;2;12;484;628;2;1;55;6;3;2;33872.27;33872.27;42107.4;12111.35;0;10515.47;1315.14;0;15035.92;0;2200.18;929.34
203403005;1;2004;1;2;12;484;628;1;1;66;6;1;1;19980.97;19980.97;17257;7739.91;0;7655.56;458.69;0;290.32;606;506.52;0
203403006;1;2004;1;2;12;484;628;2;2;88;3;2;2;289809.88;249456.51;84741.13;40615.65;1330.43;1302.5;6718.02;0;18551.28;0;10842.82;5380.43
203406203;1;2004;1;3;13;485;401;3;1;47;10;2;2;108767.26;0;34678.07;15330.65;0;4146.85;1306.41;3692.92;2763.77;4969.77;2467.7;0
203406204;1;2004;1;3;13;485;401;2;1;66;8;3;2;39615.6;25714.28;24583.59;10544.61;650.54;504;586.42;396.19;10376.8;0;1525.03;0
203406205;1;2004;1;3;13;485;401;2;1;32;6;3;1;20151.09;20151.09;20406.51;10186.58;396.18;3578.22;1601.01;167.26;2796.35;0;1680.91;0
203406206;1;2004;1;3;13;485;401;2;1;58;10;2;1;237383.78;193835.4;85556.04;19275.3;0;7576.61;3983.15;748.36;40611.73;2100;9381.77;1879.12
203424702;1;2004;1;3;13;486;492;2;2;80;4;2;2;78133.31;57786.87;34219.15;12381.27;2357.59;2175;4288.49;0;10541.8;1350;1125;0
203424703;1;2004;1;3;13;486;492;1;1;60;8;1;1;35359.91;24688.51;16688.87;3889.17;146.73;6042;1167.54;205.43;3387;0;1851;0
203424705;1;2004;1;3;13;486;492;3;1;55;8;5;3;129796.7;103278.68;78895.1;19735.65;1956.52;29850;11339.33;782.6;9150;0;6081;0
203434501;1;2004;1;4;14;487;560;1;1;26;9;1;1;115972.81;61874.99;89728.02;13461.37;1467.38;24663.37;2145.44;1076.08;19789.35;1103.22;8413.12;17608.69
203434502;1;2004;1;4;14;487;560;2;1;48;6;3;2;41924.76;24505.41;24551.62;10902.67;1173.9;3624.19;1498.03;0;4751.58;0;2601.25;0
203434503;1;2004;1;4;14;487;560;2;1;36;9;4;2;95631.29;78211.94;28000.81;4795.68;0;3502.15;1701.26;0;11881.86;807;5312.86;0
203434505;1;2004;1;4;14;487;560;1;1;40;9;1;1;42550.38;30937.48;21547.49;8292.78;0;2372.17;1318.05;0;7844.41;0;1230.95;489.13
203446601;1;2004;1;2;12;488;708;2;2;39;4;4;1;41532.77;37032.77;24120.66;7727.01;0;4320;984;117.39;4834.26;3600;2538;0
203446602;1;2004;1;2;12;488;708;2;1;20;8;2;1;26262.29;26262.29;31665.35;16032.69;684.78;4575;800.99;2494.53;3569.98;39.34;3291;177.04
203446603;1;2004;1;2;12;488;708;2;1;36;6;4;2;43273.15;38379.71;26153.8;4988.48;1907.57;1725;1194;709.21;9095.54;2400;4134;0
203446604;1;2004;1;2;12;488;708;2;2;54;7;2;2;32050.77;19180.32;15845.33;7354.17;342.37;1359;824.95;0;2442.84;0;3522;0
203446605;1;2004;1;2;12;488;708;3;1;63;4;5;2;68249.99;47225.4;20370.4;13596.3;283.68;750;1799.21;1115.21;900;0;1926;0
203446606;1;2004;1;2;12;488;708;2;1;48;6;6;3;56618.83;50545.06;34293.04;8125.58;136.94;3900;2427;0;13628.52;3450;2625;0
203456802;1;2004;1;2;12;489;789;3;1;59;1;3;3;39118.01;34937.69;23014.6;6518.49;0;1312.5;612;254.34;1200;0;13117.27;0
203456804;1;2004;1;2;12;489;789;2;2;36;7;3;2;23988.79;16819.66;23531.27;5155.61;1721.7;2070;638.36;449.99;5542.61;6000;1953;0
203456805;1;2004;1;2;12;489;789;2;1;68;3;2;2;18243.4;8606.55;24420.76;10247;0;1590;1553.95;0;9850.81;0;1179;0
203456806;1;2004;1;2;12;489;789;1;1;27;8;1;1;12442.61;6786.88;19851.19;12522.73;1193.46;3765;567;0;750;0;1053;0
203477401;1;2004;1;3;13;490;530;3;2;70;4;3;2;176428.7;109496.73;39830.19;15029.84;0;5208.87;3242.83;553.68;11150.8;0;3910.48;733.69
203477403;1;2004;1;3;13;490;530;2;1;47;3;5;4;52419.98;42716.28;36373.38;12567.72;0;2481.29;989.79;405.96;12972.56;5370.95;1585.11;0
203477404;1;2004;1;3;13;490;530;4;1;84;1;7;6;109152.25;70009.21;32978.33;10078.57;2582.59;2591.61;1987.6;185.86;10829.62;0;4722.48;0
203477405;1;2004;1;3;13;490;530;2;1;62;10;3;1;19584.01;10874.34;33214.07;13082.91;0;6367.74;1184.49;1760.86;9362.89;0;1210.62;244.56
203477406;1;2004;1;3;13;490;530;3;1;51;6;2;2;19044.51;0;32583.31;3130.68;0;975;487.72;0;25205.75;630;2154.16;0
203489901;1;2004;1;2;12;491;425;3;2;60;4;5;4;69295.75;51687.06;38985.56;10889.86;2259.74;6522.57;1446.01;277.81;11841.25;0;5167.68;580.64
203489902;1;2004;1;2;12;491;425;2;1;90;1;2;1;16558;0;37294.11;7109.88;899.99;1544.19;622.97;23223.89;3533.21;0;359.98;0
203489904;1;2004;1;2;12;491;425;3;1;72;1;7;2;22159.15;13891.28;20181.7;5194.18;58.69;6649;624.17;44.01;7123.93;0;487.72;0
203489905;1;2004;1;2;12;491;425;2;1;36;8;4;1;23048.27;17241.82;33915.44;13371.26;1873.28;589.5;3394.29;391.29;9439.61;3056.26;1799.95;0
203489906;1;2004;1;2;12;491;425;2;1;50;8;3;2;44763.91;42449.65;25629.04;6557.02;978.26;7848.77;1196.78;83.13;6249.48;450;2265.6;0
203514201;1;2004;1;4;14;492;638;2;2;74;10;2;2;198191.39;0;61869.72;12643.71;1980.97;6450.8;32139.86;719.99;3975.65;0;3365.34;593.4
203514203;1;2004;1;4;14;492;638;2;1;86;6;6;2;219505.87;0;87146;25376.61;4509.74;8726.52;3472.97;733.69;12157.74;23869.71;7047.93;1251.09
203514205;1;2004;1;4;14;492;638;2;1;78;6;3;3;332061.83;40549.44;64008.6;33890.02;586.95;9169.96;3913.58;0;7790.83;98.9;8558.36;0
203514206;1;2004;1;4;14;492;638;2;1;55;7;5;2;55681.3;55681.3;66473.87;20663.53;2171.71;23751.76;2052.78;701.4;6460.64;8244.98;1120.62;1306.45
203523302;1;2004;1;3;13;493;650;2;1;31;6;4;1;40731.93;30570.64;20694.18;6846.39;342.39;1920.96;1127.81;5869.56;3803.22;0;783.85;0
203523304;1;2004;1;3;13;493;650;3;2;67;6;3;1;47350.97;38641.3;18662.8;6338.48;880.42;2651.61;812.88;0;6702.03;0;1277.38;0
203523305;1;2004;1;3;13;493;650;1;2;57;11;1;1;155717.02;126684.77;59952.61;4757.08;4891.29;2471.61;21425.75;0;11099.98;0;15306.9;0
203523306;1;2004;1;3;13;493;650;1;2;64;6;1;1;27769.97;0;5694.39;1992.82;0;1911.29;464.49;0;600;0;725.79;0
203527001;1;2004;1;2;12;494;725;2;1;60;6;2;1;36092.28;28834.22;19725.17;9861.32;1281.49;3041.93;3302.07;0;1161.29;0;1077.07;0
203527002;1;2004;1;2;12;494;725;3;2;54;10;3;2;86599.73;57472.81;47620.17;8652.74;1173.9;4103.22;3193.38;1222.81;12058.06;5806.45;11409.61;0
203527003;1;2004;1;2;12;494;725;2;1;29;8;5;1;17755.42;17755.42;26668.7;6659.87;0;11745.95;1739;332.6;1737.77;870.96;3582.55;0
203527004;1;2004;1;2;12;494;725;2;2;53;7;6;6;155421.14;152779.84;89803.63;32322.62;1946.72;17487.09;1529.95;978.24;26737.61;5435.97;3365.43;0
203527005;1;2004;1;2;12;494;725;2;2;71;3;5;5;129660.55;103304.32;32785.94;12484.12;1780.41;3779.43;1492.22;0;10663.03;0;2586.73;0
203527006;1;2004;1;2;12;494;725;2;1;54;4;4;2;77034.07;65421.17;49018.43;20005.53;1604.32;2336.61;2612.87;0;17741.42;0;4717.68;0
203550202;1;2004;1;4;14;495;667;1;2;64;6;1;1;44186.44;0;27235.98;20451.73;0;2326.61;1431.53;0;2190;0;836.11;0
203550203;1;2004;1;4;14;495;667;2;1;68;4;3;2;57770.99;7714.28;22896.09;9367.66;0;3803.22;1187.38;0;5673.36;989.01;1875.46;0
